Customer ID,Customer Name,Age,Gender,Location,Marital Status,Designation,Email ID,Purchased Product Type,Earning,Earning Potential,Spending Limit,Marketing Costs,Revenue,Net Profit
2318,Brian Melton,47,Male,Amandaborough,Single,"Editor, film/video",mollyshort@example.net,Furniture,8300,9700,25400,11000,15300,10800
1188,Daniel Torres,61,Other,Robbinsville,Divorced,Interpreter,cynthiajohnson@example.org,Other,19600,20800,42300,10300,14100,18000
4892,Jessica Cruz,22,Other,Lake Christinamouth,Divorced,Tourism officer,alanthompson@example.org,Appliances,19700,22700,44500,3900,7800,3700
8318,Sandra Peterson,43,Female,North Nathaniel,Single,Transport planner,mjohnson@example.org,Electronics,17100,23900,49400,6100,9600,9100
8023,Victoria Bailey,29,Male,South Samantha,Married,Midwife,charles39@example.org,Other,11200,12900,32000,14900,21100,22500
3451,Jamie Haley,35,Male,East Nicolestad,Married,"Surveyor, building control",michaelfigueroa@example.com,Electronics,17100,22000,48300,5600,14500,10800
6772,Amanda Harrell,37,Other,Port Daleberg,Widowed,Customer service manager,coxjustin@example.com,Electronics,15400,21200,44300,15000,23700,22400
9482,Nathan Atkinson,63,Other,Lake Robert,Widowed,Advertising account planner,riceeddie@example.com,Other,9800,14500,28600,1600,2800,7800
6321,John Thomas,30,Male,Alexandramouth,Widowed,Chief Marketing Officer,whiteandrew@example.net,Electronics,7400,15900,30500,12800,15700,19400
5738,Robert Smith,23,Male,Lake Amandamouth,Divorced,"Development worker, international aid",phyllis75@example.net,Appliances,7400,16900,24800,6300,8000,6800
4147,Barbara Mercer,25,Male,Melaniefort,Single,Clinical cytogeneticist,bruiz@example.org,Appliances,16000,24900,41200,12200,16000,18700
4231,Margaret Liu,59,Other,South Cindy,Widowed,Learning mentor,jennifer01@example.com,Appliances,14000,20900,35900,8400,17900,14000
2504,Kylie King,27,Female,Port Dylan,Single,Academic librarian,xwhite@example.net,Furniture,15800,21100,37400,2700,8300,6900
8361,Phillip Gonzales,58,Female,Danielfurt,Divorced,Barrister,derrick80@example.com,Electronics,15500,23000,46700,11400,21300,26000
9365,Craig Collins,31,Female,Levyberg,Divorced,Travel agency manager,amandamartinez@example.net,Electronics,16900,26400,53100,13700,17800,18400
8363,Jason Weaver,48,Male,Martinside,Widowed,Insurance claims handler,areyes@example.net,Appliances,6300,15600,29200,4500,7900,7700
8722,Terri Reed,56,Male,West David,Married,Clinical research associate,laurawatson@example.org,Electronics,7500,9400,20200,8700,18000,18000
1592,Vincent Alexander,53,Other,West Sarah,Single,Museum education officer,pruitttheresa@example.org,Clothing,6500,11800,26600,7100,12400,15800
1138,Destiny Ortega,30,Other,Lake Michelle,Widowed,Environmental consultant,rwilson@example.org,Clothing,15300,23600,41500,7400,15100,10400
9755,Samantha Clark,49,Female,Davidport,Married,Information officer,ecollins@example.org,Electronics,13600,14800,38200,4900,13100,14100
9141,Elizabeth Hodges,18,Male,Monicabury,Divorced,Sales promotion account executive,harmonalicia@example.net,Furniture,7700,13900,28900,11800,12900,9900
8744,Leslie Gray,40,Female,Thomasberg,Single,Adult guidance worker,amandaowens@example.org,Furniture,11300,19100,35700,10600,13000,14800
1261,Richard Garrison,30,Male,Dustinmouth,Married,Social worker,aedwards@example.net,Electronics,9900,15100,32900,2800,8400,6200
4375,Jason Gilbert,43,Other,Gabrielburgh,Single,"Journalist, broadcasting",qarmstrong@example.com,Appliances,9800,13300,31200,12400,15100,11800
2316,Malik Vasquez,53,Female,South Brenda,Widowed,Landscape architect,mcmahonmatthew@example.com,Appliances,18700,19100,38100,13200,18400,22900
2344,Brett White,61,Other,Johnborough,Divorced,Public house manager,michelle09@example.net,Books,16400,25200,47900,11200,20600,20600
5979,Jasmine Anderson,41,Other,Port Meganberg,Married,Medical secretary,andrewmurphy@example.com,Appliances,8500,13200,29700,14600,20800,22700
3078,Charles Moody,37,Male,Richardview,Widowed,"Programme researcher, broadcasting/film/video",christopherstewart@example.org,Clothing,15800,18500,41200,13900,23600,22300
8106,Richard Nelson,41,Male,North Lisa,Divorced,"Embryologist, clinical",russellsarah@example.net,Other,9600,15200,28500,11700,18300,21400
4394,Jonathan Rogers,65,Other,Port Theresa,Single,"Scientist, research (life sciences)",bellamber@example.net,Furniture,12100,17700,38000,14900,19600,16400
1410,Debra Reeves,52,Female,South Karen,Single,Early years teacher,noah20@example.net,Other,16800,19800,40400,1900,2600,1400
5729,Jamie Ross,45,Other,Hamiltonland,Single,"Engineer, materials",pam22@example.com,Clothing,11300,15900,33300,10200,16700,20300
9406,Lee Butler,24,Female,South Josephton,Single,"Copywriter, advertising",reedangel@example.net,Other,6900,8100,18100,14700,16700,21000
7534,James Douglas,53,Female,Sandersport,Divorced,Landscape architect,elizabethcampbell@example.com,Books,16300,25000,50000,3100,3900,7100
3076,Joshua Wright,39,Male,Hannahmouth,Divorced,Community arts worker,gutierrezjuan@example.net,Electronics,19000,23700,47800,3700,7600,7300
2339,Valerie Thompson,35,Female,Mitchellhaven,Widowed,Equities trader,melendezsteven@example.net,Books,7500,14400,25700,7300,16300,11400
1901,Meagan Washington,45,Male,Avilaside,Divorced,Chemical engineer,oscarlee@example.org,Electronics,6200,14400,26400,10000,16400,18400
1526,Douglas Wilson,26,Other,Pricetown,Single,Commissioning editor,robert52@example.net,Electronics,18800,23300,43000,5200,10300,12400
4905,Samuel Phillips,26,Male,Donnaberg,Divorced,Technical brewer,sherrydavis@example.org,Furniture,5300,6000,20100,2100,3800,600
4454,Dustin Shelton,34,Male,Diazbury,Widowed,Estate agent,hensleydavid@example.org,Books,7300,12300,20300,11200,21100,17600
5209,Phillip Maynard,47,Male,East Cheryl,Married,Stage manager,andreasantana@example.com,Furniture,11000,14500,27500,9400,16100,11600
3067,Melissa Wallace DDS,45,Other,South Karenfurt,Divorced,"Administrator, sports",brightbrian@example.org,Clothing,9200,11600,26400,12000,19200,14200
9228,Mallory Harvey,20,Female,Steventon,Single,Secondary school teacher,joshuaallen@example.net,Books,15400,16900,37600,3700,4000,6300
1757,Tanya Vasquez,47,Male,Lake Steven,Divorced,Metallurgist,akemp@example.com,Books,17400,23200,46700,1200,3400,6000
7593,Claudia Barrett,59,Male,Hooverland,Widowed,Plant breeder/geneticist,hfranco@example.net,Furniture,17300,18400,41600,3500,5900,5900
9633,Ryan Hoffman,37,Male,West Williamview,Single,"Engineer, materials",guerrerojoseph@example.net,Electronics,10400,18800,31800,7600,10100,11900
9196,Chad Thornton,37,Other,Ashleeside,Divorced,"Surveyor, building",williamgonzalez@example.net,Clothing,15200,17900,37400,6600,7300,9300
8723,Debbie Schmidt,54,Male,Kelleyburgh,Divorced,"Accountant, chartered management",hwalker@example.org,Appliances,6500,14700,28900,14000,17100,13100
3089,Katie Jones,27,Female,Beasleychester,Married,Fast food restaurant manager,washingtonjulie@example.net,Appliances,9200,17300,28300,14200,14600,13500
1396,Samantha Dalton,44,Female,West Robertshire,Divorced,Ranger/warden,woodsjennifer@example.com,Other,14700,22300,41000,6600,12400,10000
4697,Travis Huynh,31,Male,Scottshire,Widowed,Medical physicist,kristen85@example.net,Furniture,5000,5200,19300,12400,13000,17500
7397,Donna Carter,31,Other,Jameschester,Widowed,Food technologist,danielrhodes@example.org,Clothing,14900,15500,34400,10500,15100,19500
5661,Melissa Serrano,31,Other,Brendaport,Widowed,"Designer, textile",skinnermiranda@example.net,Appliances,11700,21700,42700,11000,20000,24200
7783,Miranda Shields,60,Other,Belindabury,Single,Analytical chemist,erica38@example.org,Appliances,16600,20800,41800,12800,15300,14700
9784,Patrick Schmidt,55,Other,Lake Johnview,Married,Water engineer,nelsonheather@example.com,Clothing,12300,15400,32800,13800,17300,15000
7468,Kelly Morris,34,Male,Popeburgh,Divorced,Operational investment banker,leekevin@example.net,Books,15800,17400,34800,4800,9500,9700
8872,Alyssa Lee,27,Female,Johnport,Married,Surgeon,amy98@example.com,Furniture,19200,29200,58100,9800,15700,18900
3497,Jonathan Sullivan,56,Female,New Gabrielleshire,Widowed,Quantity surveyor,phillipssteven@example.com,Other,17400,24600,46700,1600,8000,9500
9296,John Dixon III,59,Other,Williamsonmouth,Divorced,"Journalist, magazine",matthewgonzalez@example.com,Books,8900,11500,26900,13300,18300,15100
4092,Michelle Reilly,47,Female,East Arianaville,Divorced,Occupational hygienist,rodriguezsamantha@example.net,Books,9800,10600,27500,3600,11700,8700
2399,Juan Davies,63,Male,Lake Justinview,Married,Audiological scientist,sandra80@example.org,Clothing,12500,22200,36000,8500,10000,7300
7883,Kristen Williams,48,Male,Port Joseph,Widowed,Water engineer,ashleysmith@example.org,Clothing,10500,17500,32000,11600,20300,18100
9885,Robert Vance,21,Other,Rogerstown,Married,Mining engineer,william41@example.org,Electronics,6400,9000,18400,3100,3400,6200
1057,Sara Khan,22,Female,New Kennethbury,Divorced,"Psychologist, forensic",jamieanderson@example.org,Appliances,19800,27300,53000,3900,6900,5100
1168,Shelly Phillips,24,Female,West Chasefort,Married,Armed forces logistics/support/administrative officer,lmartin@example.org,Books,18800,21500,41800,4600,9300,6700
9163,Jordan Hernandez,41,Male,New Mitchellmouth,Divorced,Quarry manager,sanderskylie@example.net,Clothing,6500,9400,19300,9900,16100,12500
8552,Jessica Young,20,Female,New Steven,Married,"Therapist, occupational",abigailbell@example.net,Electronics,13000,17200,35900,8900,16500,13800
4925,Sylvia Richardson,31,Other,Hollyberg,Married,Tax adviser,annpena@example.net,Books,6400,16300,25800,9700,15400,18900
7803,Joshua Lucas,53,Male,North Jonathanchester,Single,"Production designer, theatre/television/film",whitney21@example.org,Appliances,6200,8000,16000,12600,14800,17000
8022,Becky Nichols,35,Female,Sharonbury,Single,Community education officer,mhall@example.net,Appliances,19900,29900,51000,6200,12200,7800
5883,Julian Brewer,47,Male,South Charlesborough,Married,Lexicographer,patricia78@example.com,Appliances,17200,24800,42600,14300,21800,26400
2385,Damon Barr,20,Female,Watershaven,Single,"Biochemist, clinical",stewartdakota@example.net,Clothing,17800,17800,39300,13300,20300,22300
4671,Andrew Leach III,44,Female,Katherineville,Married,Clinical biochemist,solomonamanda@example.com,Electronics,18500,22000,45400,9900,14300,15200
2395,Jason Watson,46,Male,Davisport,Divorced,Fish farm manager,jonathan93@example.net,Books,9000,10800,27600,13100,17500,20700
4632,William Kramer,18,Other,South Jeffreymouth,Married,"Lighting technician, broadcasting/film/video",george22@example.net,Furniture,6400,8000,19700,3400,5400,7400
4893,Tyler Clark,34,Male,South James,Married,"Engineer, energy",thomasbrian@example.org,Books,18000,24900,46000,12200,15500,11400
2002,Jodi Fuller,38,Male,Kaylamouth,Married,"Engineer, chemical",tatecrystal@example.net,Clothing,7000,10200,19200,12500,22000,20700
4674,Kurt James,49,Male,West Jody,Single,"Scientist, product/process development",kellyhill@example.com,Clothing,9700,11900,25700,9100,17900,21400
9555,Sonya Summers,40,Other,Leahtown,Single,"Education officer, community",melissa11@example.org,Electronics,6700,8100,22100,2700,3800,-400
1190,Curtis Foster,26,Female,Rodriguezberg,Widowed,Government social research officer,victor98@example.org,Appliances,6700,15100,31000,8600,12200,10400
8656,Alyssa Manning,28,Other,Melissaport,Divorced,Systems analyst,williammartin@example.com,Books,11000,11300,26300,2100,2400,-1400
2117,Gregory Peters,65,Other,Tuckerfurt,Divorced,Building services engineer,dward@example.net,Books,15300,16900,34600,3900,8800,6300
9468,Bryan Webster,45,Female,South Larry,Single,Sports development officer,henryrodgers@example.com,Appliances,8000,8100,25800,1500,2100,6300
7631,Christopher Rodriguez,19,Male,East Jennifershire,Single,Petroleum engineer,vhowe@example.net,Books,19500,24000,45500,9700,11700,14100
6669,William Sandoval,28,Other,Madelineside,Single,Television production assistant,hernandezalexander@example.com,Furniture,11300,21300,38900,3700,11000,12200
6930,Daniel Ramos,33,Other,East Amanda,Single,Geoscientist,michael26@example.org,Books,19800,22800,49100,5200,15100,14300
8004,Gary Thompson,32,Male,West Eugene,Married,Herbalist,brownchristopher@example.org,Electronics,6000,13500,25400,7200,9900,9400
4639,Shawna Cunningham,28,Male,New Sherry,Divorced,Fast food restaurant manager,destinymurillo@example.net,Other,7000,11100,24400,14200,17000,13600
5820,Victoria Lamb,39,Female,North Kariland,Single,"Lighting technician, broadcasting/film/video",lesliefrank@example.com,Furniture,15700,15900,35500,5400,13600,17100
1935,Steve Wilson,36,Female,West Williamstad,Single,"Teacher, early years/pre",garrett40@example.org,Books,19900,22100,48300,5000,7800,11100
9303,Nancy Blake,53,Female,Zhangside,Married,Product/process development scientist,hriley@example.org,Clothing,19400,22700,42300,9400,18000,16000
6239,Lisa Moyer,36,Male,Hensonfurt,Widowed,"Engineer, automotive",nrobinson@example.org,Books,18300,18900,38300,11900,14500,10700
5172,Sharon Coleman,19,Female,Mendezland,Married,Air traffic controller,pmorton@example.org,Furniture,13000,14600,32600,12800,16200,14800
5407,Kyle Richardson,23,Male,Rachelfurt,Single,Media buyer,andersonchristine@example.org,Furniture,11600,21000,39000,6900,15200,18100
3740,Amanda Solomon,57,Other,South Misty,Married,"Therapist, drama",mccormickdouglas@example.net,Appliances,10200,15500,31500,11300,16500,12300
6804,Ryan Rivera,43,Male,East Kimberly,Single,"Teacher, music",taylorjoseph@example.com,Clothing,13000,19700,35700,5700,12200,9600
3512,Brandy Long,22,Male,Kyliebury,Widowed,"Embryologist, clinical",jacqueline04@example.org,Electronics,11100,12500,26300,5700,5900,4900
1589,William Yu,54,Male,Lake Cynthia,Widowed,Quantity surveyor,hjackson@example.com,Clothing,11700,21200,40300,12000,21900,23100
4506,Rodney Jimenez,29,Female,Aguilarberg,Widowed,Commissioning editor,porteraaron@example.com,Clothing,15100,15900,35500,11100,20900,21600
5734,Don Clay,64,Female,Port Jacqueline,Married,"Pilot, airline",emeadows@example.net,Furniture,8300,14300,23200,1700,10400,9600
4433,Brian Barnes,27,Other,New Tarastad,Widowed,Insurance claims handler,clarkeamanda@example.org,Other,12600,18300,31500,6000,6100,8900
2179,Maria Williams,19,Other,Christineland,Widowed,Health and safety adviser,timothyewing@example.org,Electronics,16700,26600,46900,12500,18500,21900
6228,Joe Holmes,54,Other,North Amy,Married,Software engineer,michael81@example.net,Furniture,13000,17600,36900,11900,13500,12400
5058,Earl Allen,26,Female,Adamsview,Single,"Surveyor, quantity",justin62@example.net,Other,6800,13300,27700,10900,19100,22900
2677,Vincent Larson,32,Female,Pierceport,Divorced,Cytogeneticist,sherry84@example.com,Clothing,5200,12700,26200,1100,3300,5700
7797,Amanda Fleming,24,Other,Port Peterborough,Single,Veterinary surgeon,moralesjeanette@example.org,Appliances,16700,18000,43300,6400,14000,10900
1471,John Phelps,49,Other,Kaylaside,Widowed,Recruitment consultant,carlasellers@example.net,Clothing,19400,25100,50500,6200,6300,8500
5508,Cindy Norman,41,Other,Rileyfurt,Divorced,Insurance claims handler,eugenehensley@example.com,Books,7500,13900,25000,8100,10900,13100
7181,Jeremy Irwin,33,Other,Mccarthystad,Divorced,Information officer,randall74@example.org,Books,6800,9600,23200,2600,5800,5400
5276,Jimmy Kelly,25,Other,Suzannefurt,Married,Accommodation manager,david65@example.com,Books,18700,26500,45300,3600,11300,10300
2159,Jonathan Winters,48,Female,Rubenland,Single,Tourist information centre manager,sharon67@example.org,Clothing,10400,10900,22600,14700,18600,19000
8471,Phillip Patterson,31,Male,North James,Married,Nutritional therapist,paulsanders@example.net,Electronics,17900,27200,50600,5700,14800,11900
6568,John Hamilton,40,Other,Markmouth,Single,Osteopath,simmonschloe@example.org,Furniture,11700,21700,35100,10300,19300,14300
2142,Ross Hall,45,Female,Jasonfurt,Single,Land,dawn13@example.com,Furniture,8300,16700,28300,9300,17500,16500
2412,David Henson,65,Other,Deborahfurt,Married,"Pilot, airline",freemanjesse@example.org,Furniture,13900,20500,43700,6000,9500,7600
3643,Cheryl Blackwell,62,Female,Port Kathryn,Widowed,Production engineer,fletcherkathryn@example.net,Books,6700,10500,21800,12700,18100,23100
8298,Gregory Rivas,35,Female,New Stephenburgh,Widowed,"Administrator, Civil Service",qpratt@example.net,Furniture,11200,17000,37900,3900,8700,6500
3367,Daniel Day,31,Other,Ryanton,Divorced,Biomedical engineer,uespinoza@example.com,Clothing,14400,22600,42100,7700,12100,16200
6606,Charles Schwartz,53,Male,Barrhaven,Married,Radio broadcast assistant,johnmartinez@example.com,Books,12200,12500,29300,13500,19300,23700
7419,Brian Gallegos,29,Female,South David,Widowed,"Scientist, product/process development",michaelchandler@example.org,Clothing,9000,9700,19200,14500,17700,20900
3143,Jessica Thornton MD,53,Female,Lake Christina,Married,Insurance account manager,nvillegas@example.net,Electronics,16200,22300,43600,9000,11700,12200
9614,Daniel Ponce,23,Male,Smithtown,Married,Metallurgist,rebecca36@example.net,Books,18900,24000,43500,10900,16800,15300
2229,Kathryn Glass,29,Other,North Virginiaport,Single,Make,frymariah@example.com,Appliances,12700,18100,38000,11000,14800,14400
9307,Diane Smith,28,Other,Lake Steve,Widowed,Chiropodist,denisevelez@example.org,Furniture,18500,27200,52800,3900,12500,9200
1079,Brenda Sanchez,21,Other,South Samuelfort,Divorced,Engineering geologist,nunezronald@example.org,Furniture,5200,6500,14100,9900,16500,20100
9241,Emily Stevens,59,Male,New Tracey,Single,"Librarian, academic",zhudson@example.org,Electronics,19100,25300,49000,10000,17900,22200
7758,Jesse White,54,Male,East Suzanneside,Married,Information systems manager,pmedina@example.net,Clothing,12600,21700,41300,12700,17700,16900
6831,Jonathan Clark,28,Female,Kevinview,Widowed,Higher education careers adviser,thomas55@example.com,Electronics,7600,13200,24400,5400,12800,13900
2864,Diana Myers,62,Male,Robertberg,Widowed,Research scientist (maths),jbrown@example.net,Appliances,8400,9300,18600,8600,9900,10800
3992,Kristen Torres,60,Male,Port Heatherberg,Divorced,"Therapist, art",gordonherbert@example.com,Other,11700,12700,29300,3100,3100,3800
9836,Daniel Garcia,44,Male,West Shawnville,Widowed,"Horticulturist, amenity",andrewmoore@example.com,Clothing,7900,12000,26300,4400,10900,10400
3814,Sara Patton,63,Other,South Lindseyton,Divorced,Web designer,andersonmichael@example.com,Clothing,7700,15400,28800,9000,17400,22300
6814,Crystal Green,30,Female,West Jason,Widowed,Purchasing manager,misty64@example.com,Clothing,19100,20900,49700,4000,8700,7600
7864,Dawn Stevens,61,Male,West Lisaville,Married,Research scientist (physical sciences),jamieparrish@example.org,Electronics,8900,9700,25600,7100,14200,15400
1208,Katherine Mason,18,Other,West Daisystad,Divorced,Quarry manager,bartonlarry@example.org,Clothing,11900,13500,28900,8800,17000,19000
5790,Robert Boyd,30,Other,Mosesborough,Single,Film/video editor,vanessaobrien@example.net,Electronics,12200,15700,35800,3900,11500,7800
7391,Michael Jones,65,Male,Anthonyfort,Widowed,Sub,shortscott@example.org,Books,10300,18200,37200,5600,13300,10500
7378,Catherine Dillon,41,Female,West Christophermouth,Widowed,Database administrator,fwilson@example.com,Other,13700,21800,43300,10500,14100,17300
1417,Stephanie Hammond,31,Female,Valenzuelaton,Divorced,Air cabin crew,brendajones@example.com,Appliances,10200,17600,29300,4600,8400,11100
2881,Wyatt Ellis,22,Female,Tommyton,Divorced,Audiological scientist,brownsally@example.com,Electronics,11700,18700,32000,14000,22700,18700
3231,Patrick Stevens,23,Female,East Christina,Married,Research scientist (maths),kellyvasquez@example.net,Clothing,17900,27000,46100,10900,12200,10700
2034,Barbara Yang,36,Other,Brownmouth,Married,Geochemist,taylordavid@example.net,Appliances,17500,21600,44100,11700,17800,14500
1969,Mark Brown,28,Male,North Tony,Divorced,Environmental education officer,griffithbradley@example.com,Books,11400,16200,32300,4500,5300,7100
9922,Carrie Williams,42,Other,Jensenmouth,Divorced,Catering manager,frank30@example.org,Furniture,6300,13900,24500,10800,15100,12600
7492,Matthew Lin,36,Other,Francisview,Divorced,Sub,anna90@example.com,Appliances,7300,14000,28400,11800,15300,13600
5447,Lisa Evans,53,Other,Michaelside,Single,Charity officer,nadams@example.com,Appliances,15800,19500,39900,5700,13800,18100
9856,Michelle Nunez,64,Other,Anthonyville,Divorced,Heritage manager,hsullivan@example.com,Books,12000,17800,39400,13400,17500,20500
4209,Theresa Green,39,Male,Barberbury,Divorced,Chiropractor,collinalvarado@example.org,Furniture,6100,12500,20400,14700,18200,14100
5837,Connie Wilson,29,Male,Carolchester,Widowed,Chartered public finance accountant,amandawilliams@example.net,Books,5000,12700,20200,5400,8700,13000
8753,Matthew Walker,19,Male,Rebeccaland,Married,Conference centre manager,geraldsharp@example.org,Electronics,13500,19000,40200,5200,13500,9400
9675,Laura Kent,37,Female,Lindaport,Widowed,Industrial buyer,tiffanytorres@example.org,Books,8300,9500,24300,13500,22600,17800
4554,Christopher Thompson,34,Female,South Jeffrey,Married,Research scientist (physical sciences),vryan@example.com,Books,11700,20600,37400,8300,16600,18000
1064,Dr. Tiffany Gonzalez,46,Other,Hortonstad,Divorced,Tour manager,pduncan@example.com,Appliances,9100,10500,26000,4500,8300,11300
6334,Ryan Weaver,26,Other,Yolandamouth,Widowed,Proofreader,edwardssean@example.com,Electronics,16300,24600,41400,5700,8100,3400
1253,Kyle Gibbs,41,Other,Davidville,Divorced,Chartered loss adjuster,davidwolfe@example.net,Books,19100,27400,47000,9000,10900,13300
1941,Evan Cannon,65,Other,Ibarraton,Single,"Administrator, charities/voluntary organisations",greenvincent@example.com,Other,15900,25700,42000,12500,19100,21500
8677,Karen Johnson,28,Other,South Brandonhaven,Single,Archivist,sbernard@example.net,Other,19300,26300,47300,2300,12000,12100
3883,Mark Gonzalez,47,Other,Port James,Widowed,Garment/textile technologist,andersonsherri@example.net,Appliances,5200,14400,28700,10100,13100,17900
6501,Jennifer Cox,20,Female,Jonathanburgh,Single,Chief Financial Officer,baileyjohn@example.net,Appliances,7800,10500,22500,1200,1900,4400
6281,Lindsey Mcclure,55,Other,West Richardborough,Married,Best boy,rreid@example.com,Other,6900,12400,25300,13400,21000,18700
2766,Tanya Cameron,31,Male,Port Brendamouth,Widowed,"Engineer, production",natalieedwards@example.com,Books,8800,14500,29900,4400,9500,4900
3243,James Payne,26,Male,Smithborough,Married,Archaeologist,lpowers@example.net,Books,18900,21800,46500,5900,14300,16300
2545,Brandon Ramos,59,Female,Port Tina,Single,Art gallery manager,bcain@example.net,Other,5900,11100,18900,10800,14800,13100
4699,Jennifer Keller,50,Female,North Jesuston,Divorced,Chartered accountant,stephen10@example.org,Electronics,14400,18700,40800,13900,22600,24500
2920,Brian Ramos,42,Female,West Jacobshire,Married,Equities trader,burgessanthony@example.org,Clothing,19900,25700,52100,13600,15300,17200
3176,Dr. Emily Norris,62,Other,North Toniton,Widowed,"Programmer, applications",salinasvalerie@example.net,Other,19100,24200,45000,11400,20600,21600
9081,Chad Roberts,38,Male,East Erictown,Divorced,Adult guidance worker,victoria37@example.net,Appliances,8700,14000,26800,13500,13800,17100
6947,Tracey Mcintyre,21,Female,Port Jenniferburgh,Widowed,Private music teacher,todd36@example.org,Appliances,16000,25300,49100,11600,19900,24800
9281,Kayla Romero,61,Other,New Denisemouth,Widowed,Diagnostic radiographer,lisa87@example.org,Electronics,8200,9400,21600,12300,18600,15500
6472,Joseph Brennan,22,Female,Debraville,Married,"Surveyor, rural practice",hudsonrobert@example.net,Electronics,6000,10000,18000,13500,17200,16800
8384,Michele Mcknight,48,Male,Wiseville,Married,Systems analyst,luisbrooks@example.com,Other,12800,18200,36000,5200,8500,8500
4663,Michael Patton,54,Other,Romanton,Married,Financial planner,ydonovan@example.org,Furniture,14300,18300,40400,3100,8400,6200
9341,Adam Gonzales,31,Male,North Allenfurt,Widowed,"Scientist, research (medical)",ofitzpatrick@example.net,Books,6000,14500,29900,1700,6800,11600
5504,Amy Williams,45,Female,Smithtown,Divorced,Occupational psychologist,wayne08@example.com,Clothing,14100,17300,35200,6600,11500,14000
9612,Karl Garcia,63,Other,Tiffanyfurt,Married,Building control surveyor,alexander76@example.org,Furniture,10300,15000,32800,8400,17800,22100
5747,Craig Robles,37,Other,Bradleystad,Single,Amenity horticulturist,brendablack@example.net,Appliances,11300,13200,28800,1800,2200,900
7819,Michael Brown,46,Male,Kimberlychester,Widowed,Clinical psychologist,curtis14@example.net,Books,7600,16300,30300,8000,15400,12100
8639,Patrick Stephens,46,Male,Port Amy,Single,Animal nutritionist,joel31@example.org,Furniture,14000,20000,40500,6700,15700,16600
1656,Larry Reid,32,Other,East Nataliebury,Divorced,Research scientist (physical sciences),wilcoxjeffrey@example.org,Clothing,19300,20100,46200,14700,22000,23400
1450,Carrie Garza,62,Other,Davisview,Single,"Engineer, agricultural",zachary45@example.net,Books,15400,16500,38100,8300,10700,12200
6647,Tracy Coleman,18,Female,South Jacquelinemouth,Widowed,Health and safety inspector,sharrington@example.net,Electronics,8900,9900,27800,5300,9600,5700
4587,Suzanne Best,39,Other,Leeville,Single,Product/process development scientist,sherrysmith@example.net,Books,11000,12100,30300,12700,21900,21900
9392,Jessica Simpson,64,Other,Michelebury,Married,IT consultant,scottryan@example.com,Electronics,9100,14600,27500,13600,22700,22300
6599,Nicole Howell,30,Female,North Patrickside,Single,Television floor manager,rebeccamacdonald@example.com,Clothing,9500,10700,26200,15000,17800,19200
3641,Gail Tapia,44,Other,West Jennifer,Divorced,"Exhibitions officer, museum/gallery",icoleman@example.com,Books,15500,25000,40700,14000,22700,17800
3419,Jesse Webb,58,Other,Michaelland,Single,Building services engineer,irice@example.org,Electronics,5600,15000,25300,3800,10600,14000
4666,Nathan Rodriguez,47,Male,West Rhonda,Widowed,Hydrogeologist,murphyalexandra@example.org,Books,9500,14200,27900,3900,12000,10000
2189,Lori Singh,29,Other,Port Deanmouth,Divorced,"Engineer, water",wendy31@example.net,Electronics,13500,15100,37200,7800,17800,20600
4182,David Forbes,60,Male,Ianhaven,Widowed,Tourism officer,thompsonashley@example.com,Furniture,15500,22600,39500,14900,20900,24600
2052,Daniel Bowen Jr.,54,Male,Rodriguezborough,Widowed,Pharmacologist,steindakota@example.net,Electronics,11300,12000,28600,10300,18800,15900
8088,Jeffrey Buchanan,45,Other,Marcville,Single,Pensions consultant,corey63@example.com,Electronics,11800,19300,38500,14800,19300,23900
3166,Mindy Roberts,28,Female,Juliahaven,Widowed,Banker,butlermario@example.com,Clothing,9000,16100,29000,2000,8400,9900
6699,Kelly Burke,19,Male,Port Maryfurt,Single,Music therapist,rsmith@example.org,Appliances,7700,14800,31700,12200,16000,12700
5345,Sara Velez,30,Other,Serranofurt,Divorced,"Programmer, applications",wbeard@example.org,Appliances,14700,18900,42400,14900,17000,17700
4245,Christopher Martinez,58,Other,Kellitown,Married,Diagnostic radiographer,hbowen@example.com,Appliances,5900,14400,28300,6500,14900,11900
3745,Sean Fry,18,Male,Sabrinaton,Married,Metallurgist,gchan@example.net,Other,17000,18500,35800,11800,18900,16100
7071,Bonnie Cooper,27,Female,South Carolberg,Married,Jewellery designer,rellis@example.net,Electronics,10600,15800,34000,3600,5900,8100
5199,Pamela Chung,55,Male,Lake Gabrielchester,Married,Charity officer,walshelizabeth@example.com,Clothing,10100,14600,30700,7300,11000,13200
1027,Virginia Warren,53,Female,New Michael,Widowed,Jewellery designer,nicholas45@example.org,Clothing,16700,25200,45200,8600,9800,13200
7297,Gary Davis,57,Female,South Mark,Widowed,"Engineer, aeronautical",newtonrachel@example.org,Appliances,13900,23500,45700,1800,7800,4600
4011,William Larson,38,Male,Mendozaview,Divorced,Chiropractor,linda83@example.net,Appliances,12800,18200,41000,12500,14100,18500
2529,Benjamin Rogers,34,Other,East Holly,Single,Arts administrator,diazdarren@example.org,Furniture,10800,20000,40700,7700,17100,21400
6429,Alicia Friedman,61,Male,Melissaland,Married,Video editor,stephen33@example.net,Books,10700,11300,29400,9900,13200,14300
2745,Hayden Parker,52,Male,Cookmouth,Single,Materials engineer,dwright@example.org,Appliances,5600,9200,22100,3200,12400,11900
