Customer ID,Customer Name,Age,Gender,Location,Marital Status,Designation,Email ID,Earning,Earning Potential,Spending Limit,Purchased Product Type
3451,Jamie Haley,35,Male,East Nicolestad,Married,"Surveyor, building control",michaelfigueroa@example.com,1.13599E+24,1.15264E+24,3690,Electronics
6772,Amanda Harrell,37,Other,Port Daleberg,Widowed,Customer service manager,coxjustin@example.com,1.15264E+24,1.69782E+24,2740,Electronics
9482,Nathan Atkinson,63,Other,Lake Robert,Widowed,Advertising account planner,riceeddie@example.com,1.69782E+24,1.74744E+24,1230,Other
6321,John Thomas,30,Male,Alexandramouth,Widowed,Chief Marketing Officer,whiteandrew@example.net,1.74744E+24,2.26488E+24,3220,Electronics
5738,Robert Smith,23,Male,Lake Amandamouth,Divorced,"Development worker, international aid",phyllis75@example.net,2.26488E+24,2.27984E+24,1840,Appliances
4147,Barbara Mercer,25,Male,Melaniefort,Single,Clinical cytogeneticist,bruiz@example.org,2.27984E+24,2.84567E+24,950,Appliances
4231,Margaret Liu,59,Other,South Cindy,Widowed,Learning mentor,jennifer01@example.com,2.84567E+24,3.91168E+24,4480,Appliances
2504,Kylie King,27,Female,Port Dylan,Single,Academic librarian,xwhite@example.net,3.91168E+24,4.41701E+24,3120,Furniture
8361,Phillip Gonzales,58,Female,Danielfurt,Divorced,Barrister,derrick80@example.com,4.41701E+24,6.45163E+24,3330,Electronics
9365,Craig Collins,31,Female,Levyberg,Divorced,Travel agency manager,amandamartinez@example.net,6.45163E+24,8.16166E+24,3680,Electronics
8363,Jason Weaver,48,Male,Martinside,Widowed,Insurance claims handler,areyes@example.net,8.16166E+24,8.17579E+24,1120,Appliances
8722,Terri Reed,56,Male,West David,Married,Clinical research associate,laurawatson@example.org,8.17579E+24,1.20409E+25,980,Electronics
1592,Vincent Alexander,53,Other,West Sarah,Single,Museum education officer,pruitttheresa@example.org,1.20409E+25,1.48704E+25,4260,Clothing
1138,Destiny Ortega,30,Other,Lake Michelle,Widowed,Environmental consultant,rwilson@example.org,1.48704E+25,1.85167E+25,1040,Clothing
9755,Samantha Clark,49,Female,Davidport,Married,Information officer,ecollins@example.org,1.85167E+25,2.66483E+25,3020,Electronics
9141,Elizabeth Hodges,18,Male,Monicabury,Divorced,Sales promotion account executive,harmonalicia@example.net,2.66483E+25,3.56253E+25,3720,Furniture
8744,Leslie Gray,40,Female,Thomasberg,Single,Adult guidance worker,amandaowens@example.org,3.56253E+25,4.72272E+25,3510,Furniture
1261,Richard Garrison,30,Male,Dustinmouth,Married,Social worker,aedwards@example.net,4.72272E+25,6.99909E+25,1230,Electronics
4375,Jason Gilbert,43,Other,Gabrielburgh,Single,"Journalist, broadcasting",qarmstrong@example.com,6.99909E+25,8.3445E+25,3510,Appliances
2316,Malik Vasquez,53,Female,South Brenda,Widowed,Landscape architect,mcmahonmatthew@example.com,8.3445E+25,1.11248E+26,590,Appliances
2344,Brett White,61,Other,Johnborough,Divorced,Public house manager,michelle09@example.net,1.11248E+26,1.45721E+26,1030,Books
5979,Jasmine Anderson,41,Other,Port Meganberg,Married,Medical secretary,andrewmurphy@example.com,1.45721E+26,1.49722E+26,1020,Appliances
3078,Charles Moody,37,Male,Richardview,Widowed,"Programme researcher, broadcasting/film/video",christopherstewart@example.org,1.49722E+26,1.85681E+26,540,Clothing
8106,Richard Nelson,41,Male,North Lisa,Divorced,"Embryologist, clinical",russellsarah@example.net,1.85681E+26,2.00215E+26,4320,Other
4394,Jonathan Rogers,65,Other,Port Theresa,Single,"Scientist, research (life sciences)",bellamber@example.net,2.00215E+26,2.86878E+26,3100,Furniture
1410,Debra Reeves,52,Female,South Karen,Single,Early years teacher,noah20@example.net,2.86878E+26,2.88343E+26,4610,Other
5729,Jamie Ross,45,Other,Hamiltonland,Single,"Engineer, materials",pam22@example.com,2.88343E+26,3.33958E+26,1530,Clothing
9406,Lee Butler,24,Female,South Josephton,Single,"Copywriter, advertising",reedangel@example.net,3.33958E+26,4.54132E+26,3940,Other
7534,James Douglas,53,Female,Sandersport,Divorced,Landscape architect,elizabethcampbell@example.com,4.54132E+26,6.34466E+26,1540,Books
3076,Joshua Wright,39,Male,Hannahmouth,Divorced,Community arts worker,gutierrezjuan@example.net,6.34466E+26,6.64118E+26,1970,Electronics
2339,Valerie Thompson,35,Female,Mitchellhaven,Widowed,Equities trader,melendezsteven@example.net,6.64118E+26,9.9406E+26,2710,Books
1901,Meagan Washington,45,Male,Avilaside,Divorced,Chemical engineer,oscarlee@example.org,9.9406E+26,1.26833E+27,1940,Electronics
1526,Douglas Wilson,26,Other,Pricetown,Single,Commissioning editor,robert52@example.net,1.26833E+27,1.8439E+27,1980,Electronics
4905,Samuel Phillips,26,Male,Donnaberg,Divorced,Technical brewer,sherrydavis@example.org,1.8439E+27,2.3028E+27,940,Furniture
4454,Dustin Shelton,34,Male,Diazbury,Widowed,Estate agent,hensleydavid@example.org,2.3028E+27,3.03911E+27,3930,Books
5209,Phillip Maynard,47,Male,East Cheryl,Married,Stage manager,andreasantana@example.com,3.03911E+27,3.06777E+27,1830,Furniture
3067,Melissa Wallace DDS,45,Other,South Karenfurt,Divorced,"Administrator, sports",brightbrian@example.org,3.06777E+27,3.71637E+27,2580,Clothing
9228,Mallory Harvey,20,Female,Steventon,Single,Secondary school teacher,joshuaallen@example.net,3.71637E+27,3.76713E+27,1420,Books
1757,Tanya Vasquez,47,Male,Lake Steven,Divorced,Metallurgist,akemp@example.com,3.76713E+27,4.26359E+27,3440,Books
7593,Claudia Barrett,59,Male,Hooverland,Widowed,Plant breeder/geneticist,hfranco@example.net,4.26359E+27,4.39406E+27,940,Furniture
9633,Ryan Hoffman,37,Male,West Williamview,Single,"Engineer, materials",guerrerojoseph@example.net,4.39406E+27,6.34649E+27,1830,Electronics
9196,Chad Thornton,37,Other,Ashleeside,Divorced,"Surveyor, building",williamgonzalez@example.net,6.34649E+27,8.47802E+27,2220,Clothing
8723,Debbie Schmidt,54,Male,Kelleyburgh,Divorced,"Accountant, chartered management",hwalker@example.org,8.47802E+27,1.16647E+28,3580,Appliances
3089,Katie Jones,27,Female,Beasleychester,Married,Fast food restaurant manager,washingtonjulie@example.net,1.16647E+28,1.65283E+28,4990,Appliances
1396,Samantha Dalton,44,Female,West Robertshire,Divorced,Ranger/warden,woodsjennifer@example.com,1.65283E+28,2.02084E+28,4520,Other
4697,Travis Huynh,31,Male,Scottshire,Widowed,Medical physicist,kristen85@example.net,2.02084E+28,2.88947E+28,3680,Furniture
7397,Donna Carter,31,Other,Jameschester,Widowed,Food technologist,danielrhodes@example.org,2.88947E+28,3.88869E+28,2110,Clothing
5661,Melissa Serrano,31,Other,Brendaport,Widowed,"Designer, textile",skinnermiranda@example.net,3.88869E+28,5.51396E+28,3230,Appliances
7783,Miranda Shields,60,Other,Belindabury,Single,Analytical chemist,erica38@example.org,5.51396E+28,6.93936E+28,4710,Appliances
9784,Patrick Schmidt,55,Other,Lake Johnview,Married,Water engineer,nelsonheather@example.com,6.93936E+28,9.34704E+28,4010,Clothing
7468,Kelly Morris,34,Male,Popeburgh,Divorced,Operational investment banker,leekevin@example.net,9.34704E+28,1.25592E+29,4750,Books
8872,Alyssa Lee,27,Female,Johnport,Married,Surgeon,amy98@example.com,1.25592E+29,1.72199E+29,4810,Furniture
3497,Jonathan Sullivan,56,Female,New Gabrielleshire,Widowed,Quantity surveyor,phillipssteven@example.com,1.72199E+29,2.39056E+29,1910,Other
9296,John Dixon III,59,Other,Williamsonmouth,Divorced,"Journalist, magazine",matthewgonzalez@example.com,2.39056E+29,2.45962E+29,2630,Books
4092,Michelle Reilly,47,Female,East Arianaville,Divorced,Occupational hygienist,rodriguezsamantha@example.net,2.45962E+29,2.65489E+29,4330,Books
2399,Juan Davies,63,Male,Lake Justinview,Married,Audiological scientist,sandra80@example.org,2.65489E+29,3.35442E+29,1160,Clothing
7883,Kristen Williams,48,Male,Port Joseph,Widowed,Water engineer,ashleysmith@example.org,3.35442E+29,3.57285E+29,3780,Clothing
9885,Robert Vance,21,Other,Rogerstown,Married,Mining engineer,william41@example.org,3.57285E+29,4.72236E+29,2670,Electronics
1057,Sara Khan,22,Female,New Kennethbury,Divorced,"Psychologist, forensic",jamieanderson@example.org,4.72236E+29,5.87956E+29,3230,Appliances
1168,Shelly Phillips,24,Female,West Chasefort,Married,Armed forces logistics/support/administrative officer,lmartin@example.org,5.87956E+29,6.74541E+29,3280,Books
9163,Jordan Hernandez,41,Male,New Mitchellmouth,Divorced,Quarry manager,sanderskylie@example.net,6.74541E+29,8.60878E+29,3100,Clothing
8552,Jessica Young,20,Female,New Steven,Married,"Therapist, occupational",abigailbell@example.net,8.60878E+29,1.22053E+30,4800,Electronics
4925,Sylvia Richardson,31,Other,Hollyberg,Married,Tax adviser,annpena@example.net,1.22053E+30,1.76885E+30,3860,Books
7803,Joshua Lucas,53,Male,North Jonathanchester,Single,"Production designer, theatre/television/film",whitney21@example.org,1.76885E+30,2.55641E+30,1330,Appliances
8022,Becky Nichols,35,Female,Sharonbury,Single,Community education officer,mhall@example.net,2.55641E+30,3.25478E+30,4410,Appliances
5883,Julian Brewer,47,Male,South Charlesborough,Married,Lexicographer,patricia78@example.com,3.25478E+30,3.3856E+30,4660,Appliances
2385,Damon Barr,20,Female,Watershaven,Single,"Biochemist, clinical",stewartdakota@example.net,3.3856E+30,3.87855E+30,1390,Clothing
4671,Andrew Leach III,44,Female,Katherineville,Married,Clinical biochemist,solomonamanda@example.com,3.87855E+30,4.42089E+30,3100,Electronics
2395,Jason Watson,46,Male,Davisport,Divorced,Fish farm manager,jonathan93@example.net,4.42089E+30,5.37853E+30,1590,Books
4632,William Kramer,18,Other,South Jeffreymouth,Married,"Lighting technician, broadcasting/film/video",george22@example.net,5.37853E+30,5.46596E+30,2290,Furniture
4893,Tyler Clark,34,Male,South James,Married,"Engineer, energy",thomasbrian@example.org,5.46596E+30,7.14888E+30,3260,Books
2002,Jodi Fuller,38,Male,Kaylamouth,Married,"Engineer, chemical",tatecrystal@example.net,7.14888E+30,7.95265E+30,2580,Clothing
4674,Kurt James,49,Male,West Jody,Single,"Scientist, product/process development",kellyhill@example.com,7.95265E+30,1.02295E+31,4200,Clothing
9555,Sonya Summers,40,Other,Leahtown,Single,"Education officer, community",melissa11@example.org,1.02295E+31,1.41801E+31,4180,Electronics
1190,Curtis Foster,26,Female,Rodriguezberg,Widowed,Government social research officer,victor98@example.org,1.41801E+31,1.87594E+31,4210,Appliances
8656,Alyssa Manning,28,Other,Melissaport,Divorced,Systems analyst,williammartin@example.com,1.87594E+31,2.06861E+31,2700,Books
2117,Gregory Peters,65,Other,Tuckerfurt,Divorced,Building services engineer,dward@example.net,2.06861E+31,2.81619E+31,2780,Books
9468,Bryan Webster,45,Female,South Larry,Single,Sports development officer,henryrodgers@example.com,2.81619E+31,3.51343E+31,2140,Appliances
7631,Christopher Rodriguez,19,Male,East Jennifershire,Single,Petroleum engineer,vhowe@example.net,3.51343E+31,4.68183E+31,4650,Books
6669,William Sandoval,28,Other,Madelineside,Single,Television production assistant,hernandezalexander@example.com,4.68183E+31,6.48819E+31,4570,Furniture
6930,Daniel Ramos,33,Other,East Amanda,Single,Geoscientist,michael26@example.org,6.48819E+31,8.24718E+31,4610,Books
8004,Gary Thompson,32,Male,West Eugene,Married,Herbalist,brownchristopher@example.org,8.24718E+31,9.04068E+31,1430,Electronics
4639,Shawna Cunningham,28,Male,New Sherry,Divorced,Fast food restaurant manager,destinymurillo@example.net,9.04068E+31,9.73665E+31,2180,Other
5820,Victoria Lamb,39,Female,North Kariland,Single,"Lighting technician, broadcasting/film/video",lesliefrank@example.com,9.73665E+31,1.40438E+32,1520,Furniture
1935,Steve Wilson,36,Female,West Williamstad,Single,"Teacher, early years/pre",garrett40@example.org,1.40438E+32,1.68864E+32,2770,Books
9303,Nancy Blake,53,Female,Zhangside,Married,Product/process development scientist,hriley@example.org,1.68864E+32,2.32615E+32,1610,Clothing
6239,Lisa Moyer,36,Male,Hensonfurt,Widowed,"Engineer, automotive",nrobinson@example.org,2.32615E+32,3.01481E+32,1100,Books
5172,Sharon Coleman,19,Female,Mendezland,Married,Air traffic controller,pmorton@example.org,3.01481E+32,4.26844E+32,4050,Furniture
5407,Kyle Richardson,23,Male,Rachelfurt,Single,Media buyer,andersonchristine@example.org,4.26844E+32,4.97986E+32,3190,Furniture
3740,Amanda Solomon,57,Other,South Misty,Married,"Therapist, drama",mccormickdouglas@example.net,4.97986E+32,5.27344E+32,1590,Appliances
6804,Ryan Rivera,43,Male,East Kimberly,Single,"Teacher, music",taylorjoseph@example.com,5.27344E+32,6.08816E+32,2170,Clothing
3512,Brandy Long,22,Male,Kyliebury,Widowed,"Embryologist, clinical",jacqueline04@example.org,6.08816E+32,8.44693E+32,1710,Electronics
1589,William Yu,54,Male,Lake Cynthia,Widowed,Quantity surveyor,hjackson@example.com,8.44693E+32,1.26112E+33,940,Clothing
4506,Rodney Jimenez,29,Female,Aguilarberg,Widowed,Commissioning editor,porteraaron@example.com,1.26112E+33,1.40557E+33,2670,Clothing
5734,Don Clay,64,Female,Port Jacqueline,Married,"Pilot, airline",emeadows@example.net,1.40557E+33,2.00643E+33,1730,Furniture
4433,Brian Barnes,27,Other,New Tarastad,Widowed,Insurance claims handler,clarkeamanda@example.org,2.00643E+33,2.10965E+33,4580,Other
2179,Maria Williams,19,Other,Christineland,Widowed,Health and safety adviser,timothyewing@example.org,2.10965E+33,2.96263E+33,1530,Electronics
6228,Joe Holmes,54,Other,North Amy,Married,Software engineer,michael81@example.net,2.96263E+33,4.26524E+33,4560,Furniture
5058,Earl Allen,26,Female,Adamsview,Single,"Surveyor, quantity",justin62@example.net,4.26524E+33,5.76906E+33,780,Other
2677,Vincent Larson,32,Female,Pierceport,Divorced,Cytogeneticist,sherry84@example.com,5.76906E+33,6.04045E+33,1440,Clothing
7797,Amanda Fleming,24,Other,Port Peterborough,Single,Veterinary surgeon,moralesjeanette@example.org,6.04045E+33,8.0525E+33,720,Appliances
1471,John Phelps,49,Other,Kaylaside,Widowed,Recruitment consultant,carlasellers@example.net,8.0525E+33,9.10306E+33,3220,Clothing
5508,Cindy Norman,41,Other,Rileyfurt,Divorced,Insurance claims handler,eugenehensley@example.com,9.10306E+33,9.80093E+33,920,Books
7181,Jeremy Irwin,33,Other,Mccarthystad,Divorced,Information officer,randall74@example.org,9.80093E+33,1.31107E+34,3650,Books
5276,Jimmy Kelly,25,Other,Suzannefurt,Married,Accommodation manager,david65@example.com,1.31107E+34,1.94637E+34,1860,Books
2159,Jonathan Winters,48,Female,Rubenland,Single,Tourist information centre manager,sharon67@example.org,1.94637E+34,2.56342E+34,4230,Clothing
8471,Phillip Patterson,31,Male,North James,Married,Nutritional therapist,paulsanders@example.net,2.56342E+34,3.82741E+34,2430,Electronics
6568,John Hamilton,40,Other,Markmouth,Single,Osteopath,simmonschloe@example.org,3.82741E+34,4.72162E+34,2940,Furniture
2142,Ross Hall,45,Female,Jasonfurt,Single,Land,dawn13@example.com,4.72162E+34,5.50906E+34,2770,Furniture
2412,David Henson,65,Other,Deborahfurt,Married,"Pilot, airline",freemanjesse@example.org,5.50906E+34,7.0006E+34,4880,Furniture
3643,Cheryl Blackwell,62,Female,Port Kathryn,Widowed,Production engineer,fletcherkathryn@example.net,7.0006E+34,9.76071E+34,580,Books
8298,Gregory Rivas,35,Female,New Stephenburgh,Widowed,"Administrator, Civil Service",qpratt@example.net,9.76071E+34,1.26133E+35,1260,Furniture
3367,Daniel Day,31,Other,Ryanton,Divorced,Biomedical engineer,uespinoza@example.com,1.26133E+35,1.31188E+35,3140,Clothing
6606,Charles Schwartz,53,Male,Barrhaven,Married,Radio broadcast assistant,johnmartinez@example.com,1.31188E+35,1.54169E+35,3900,Books
7419,Brian Gallegos,29,Female,South David,Widowed,"Scientist, product/process development",michaelchandler@example.org,1.54169E+35,2.22229E+35,1850,Clothing
3143,Jessica Thornton MD,53,Female,Lake Christina,Married,Insurance account manager,nvillegas@example.net,2.22229E+35,2.50225E+35,1310,Electronics
9614,Daniel Ponce,23,Male,Smithtown,Married,Metallurgist,rebecca36@example.net,2.50225E+35,2.84446E+35,1790,Books
2229,Kathryn Glass,29,Other,North Virginiaport,Single,Make,frymariah@example.com,2.84446E+35,3.7056E+35,3450,Appliances
9307,Diane Smith,28,Other,Lake Steve,Widowed,Chiropodist,denisevelez@example.org,3.7056E+35,4.46509E+35,500,Furniture
1079,Brenda Sanchez,21,Other,South Samuelfort,Divorced,Engineering geologist,nunezronald@example.org,4.46509E+35,4.87836E+35,2650,Furniture
9241,Emily Stevens,59,Male,New Tracey,Single,"Librarian, academic",zhudson@example.org,4.87836E+35,6.37729E+35,720,Electronics
7758,Jesse White,54,Male,East Suzanneside,Married,Information systems manager,pmedina@example.net,6.37729E+35,7.01754E+35,3290,Clothing
6831,Jonathan Clark,28,Female,Kevinview,Widowed,Higher education careers adviser,thomas55@example.com,7.01754E+35,1.03496E+36,1500,Electronics
2864,Diana Myers,62,Male,Robertberg,Widowed,Research scientist (maths),jbrown@example.net,1.03496E+36,1.51713E+36,1150,Appliances
3992,Kristen Torres,60,Male,Port Heatherberg,Divorced,"Therapist, art",gordonherbert@example.com,1.51713E+36,1.82073E+36,4660,Other
9836,Daniel Garcia,44,Male,West Shawnville,Widowed,"Horticulturist, amenity",andrewmoore@example.com,1.82073E+36,2.61303E+36,2260,Clothing
3814,Sara Patton,63,Other,South Lindseyton,Divorced,Web designer,andersonmichael@example.com,2.61303E+36,3.36094E+36,1530,Clothing
6814,Crystal Green,30,Female,West Jason,Widowed,Purchasing manager,misty64@example.com,3.36094E+36,4.74928E+36,3470,Clothing
7864,Dawn Stevens,61,Male,West Lisaville,Married,Research scientist (physical sciences),jamieparrish@example.org,4.74928E+36,6.85335E+36,4040,Electronics
1208,Katherine Mason,18,Other,West Daisystad,Divorced,Quarry manager,bartonlarry@example.org,6.85335E+36,7.17255E+36,2460,Clothing
5790,Robert Boyd,30,Other,Mosesborough,Single,Film/video editor,vanessaobrien@example.net,7.17255E+36,8.16245E+36,4180,Electronics
7391,Michael Jones,65,Male,Anthonyfort,Widowed,Sub,shortscott@example.org,8.16245E+36,1.00801E+37,4530,Books
7378,Catherine Dillon,41,Female,West Christophermouth,Widowed,Database administrator,fwilson@example.com,1.00801E+37,1.38705E+37,2400,Other
1417,Stephanie Hammond,31,Female,Valenzuelaton,Divorced,Air cabin crew,brendajones@example.com,1.38705E+37,2.06301E+37,4180,Appliances
2881,Wyatt Ellis,22,Female,Tommyton,Divorced,Audiological scientist,brownsally@example.com,2.06301E+37,2.16625E+37,2980,Electronics
3231,Patrick Stevens,23,Female,East Christina,Married,Research scientist (maths),kellyvasquez@example.net,2.16625E+37,2.92154E+37,690,Clothing
2034,Barbara Yang,36,Other,Brownmouth,Married,Geochemist,taylordavid@example.net,2.92154E+37,3.311E+37,1700,Appliances
1969,Mark Brown,28,Male,North Tony,Divorced,Environmental education officer,griffithbradley@example.com,3.311E+37,4.60379E+37,4080,Books
9922,Carrie Williams,42,Other,Jensenmouth,Divorced,Catering manager,frank30@example.org,4.60379E+37,6.3552E+37,550,Furniture
7492,Matthew Lin,36,Other,Francisview,Divorced,Sub,anna90@example.com,6.3552E+37,7.55792E+37,3920,Appliances
5447,Lisa Evans,53,Other,Michaelside,Single,Charity officer,nadams@example.com,7.55792E+37,9.325E+37,1390,Appliances
9856,Michelle Nunez,64,Other,Anthonyville,Divorced,Heritage manager,hsullivan@example.com,9.325E+37,9.38136E+37,4810,Books
4209,Theresa Green,39,Male,Barberbury,Divorced,Chiropractor,collinalvarado@example.org,9.38136E+37,1.08493E+38,3840,Furniture
5837,Connie Wilson,29,Male,Carolchester,Widowed,Chartered public finance accountant,amandawilliams@example.net,1.08493E+38,1.21212E+38,4010,Books
8753,Matthew Walker,19,Male,Rebeccaland,Married,Conference centre manager,geraldsharp@example.org,1.21212E+38,1.25918E+38,3520,Electronics
9675,Laura Kent,37,Female,Lindaport,Widowed,Industrial buyer,tiffanytorres@example.org,1.25918E+38,1.44403E+38,2550,Books
4554,Christopher Thompson,34,Female,South Jeffrey,Married,Research scientist (physical sciences),vryan@example.com,1.44403E+38,1.73007E+38,2190,Books
1064,Dr. Tiffany Gonzalez,46,Other,Hortonstad,Divorced,Tour manager,pduncan@example.com,1.73007E+38,1.95187E+38,2360,Appliances
6334,Ryan Weaver,26,Other,Yolandamouth,Widowed,Proofreader,edwardssean@example.com,1.95187E+38,2.34628E+38,4660,Electronics
1253,Kyle Gibbs,41,Other,Davidville,Divorced,Chartered loss adjuster,davidwolfe@example.net,2.34628E+38,2.44849E+38,2180,Books
1941,Evan Cannon,65,Other,Ibarraton,Single,"Administrator, charities/voluntary organisations",greenvincent@example.com,2.44849E+38,2.63109E+38,2640,Other
8677,Karen Johnson,28,Other,South Brandonhaven,Single,Archivist,sbernard@example.net,2.63109E+38,3.31126E+38,2010,Other
3883,Mark Gonzalez,47,Other,Port James,Widowed,Garment/textile technologist,andersonsherri@example.net,3.31126E+38,4.92764E+38,2140,Appliances
6501,Jennifer Cox,20,Female,Jonathanburgh,Single,Chief Financial Officer,baileyjohn@example.net,4.92764E+38,5.53862E+38,1700,Appliances
6281,Lindsey Mcclure,55,Other,West Richardborough,Married,Best boy,rreid@example.com,5.53862E+38,6.63626E+38,3400,Other
2766,Tanya Cameron,31,Male,Port Brendamouth,Widowed,"Engineer, production",natalieedwards@example.com,6.63626E+38,9.26242E+38,4570,Books
3243,James Payne,26,Male,Smithborough,Married,Archaeologist,lpowers@example.net,9.26242E+38,1.33742E+39,2640,Books
2545,Brandon Ramos,59,Female,Port Tina,Single,Art gallery manager,bcain@example.net,1.33742E+39,1.85307E+39,2530,Other
4699,Jennifer Keller,50,Female,North Jesuston,Divorced,Chartered accountant,stephen10@example.org,1.85307E+39,2.55717E+39,3540,Electronics
2920,Brian Ramos,42,Female,West Jacobshire,Married,Equities trader,burgessanthony@example.org,2.55717E+39,2.81844E+39,3560,Clothing
3176,Dr. Emily Norris,62,Other,North Toniton,Widowed,"Programmer, applications",salinasvalerie@example.net,2.81844E+39,2.85236E+39,4300,Other
9081,Chad Roberts,38,Male,East Erictown,Divorced,Adult guidance worker,victoria37@example.net,2.85236E+39,3.0506E+39,1030,Appliances
6947,Tracey Mcintyre,21,Female,Port Jenniferburgh,Widowed,Private music teacher,todd36@example.org,3.0506E+39,4.21722E+39,2950,Appliances
9281,Kayla Romero,61,Other,New Denisemouth,Widowed,Diagnostic radiographer,lisa87@example.org,4.21722E+39,5.04116E+39,1340,Electronics
6472,Joseph Brennan,22,Female,Debraville,Married,"Surveyor, rural practice",hudsonrobert@example.net,5.04116E+39,7.46636E+39,4530,Electronics
8384,Michele Mcknight,48,Male,Wiseville,Married,Systems analyst,luisbrooks@example.com,7.46636E+39,9.36644E+39,3270,Other
4663,Michael Patton,54,Other,Romanton,Married,Financial planner,ydonovan@example.org,9.36644E+39,1.19977E+40,2380,Furniture
9341,Adam Gonzales,31,Male,North Allenfurt,Widowed,"Scientist, research (medical)",ofitzpatrick@example.net,1.19977E+40,1.64221E+40,4650,Books
5504,Amy Williams,45,Female,Smithtown,Divorced,Occupational psychologist,wayne08@example.com,1.64221E+40,2.12446E+40,1210,Clothing
9612,Karl Garcia,63,Other,Tiffanyfurt,Married,Building control surveyor,alexander76@example.org,2.12446E+40,2.21697E+40,3970,Furniture
5747,Craig Robles,37,Other,Bradleystad,Single,Amenity horticulturist,brendablack@example.net,2.21697E+40,2.61469E+40,3050,Appliances
7819,Michael Brown,46,Male,Kimberlychester,Widowed,Clinical psychologist,curtis14@example.net,2.61469E+40,2.69772E+40,2030,Books
8639,Patrick Stephens,46,Male,Port Amy,Single,Animal nutritionist,joel31@example.org,2.69772E+40,4.0415E+40,2890,Furniture
1656,Larry Reid,32,Other,East Nataliebury,Divorced,Research scientist (physical sciences),wilcoxjeffrey@example.org,4.0415E+40,4.5373E+40,740,Clothing
1450,Carrie Garza,62,Other,Davisview,Single,"Engineer, agricultural",zachary45@example.net,4.5373E+40,5.7596E+40,2360,Books
6647,Tracy Coleman,18,Female,South Jacquelinemouth,Widowed,Health and safety inspector,sharrington@example.net,5.7596E+40,6.54026E+40,1500,Electronics
4587,Suzanne Best,39,Other,Leeville,Single,Product/process development scientist,sherrysmith@example.net,6.54026E+40,8.66745E+40,1640,Books
9392,Jessica Simpson,64,Other,Michelebury,Married,IT consultant,scottryan@example.com,8.66745E+40,1.15019E+41,920,Electronics
6599,Nicole Howell,30,Female,North Patrickside,Single,Television floor manager,rebeccamacdonald@example.com,1.15019E+41,1.18148E+41,3200,Clothing
3641,Gail Tapia,44,Other,West Jennifer,Divorced,"Exhibitions officer, museum/gallery",icoleman@example.com,1.18148E+41,1.70123E+41,1420,Books
3419,Jesse Webb,58,Other,Michaelland,Single,Building services engineer,irice@example.org,1.70123E+41,2.4653E+41,4820,Electronics
4666,Nathan Rodriguez,47,Male,West Rhonda,Widowed,Hydrogeologist,murphyalexandra@example.org,2.4653E+41,2.66943E+41,4760,Books
2189,Lori Singh,29,Other,Port Deanmouth,Divorced,"Engineer, water",wendy31@example.net,2.66943E+41,3.79385E+41,1970,Electronics
4182,David Forbes,60,Male,Ianhaven,Widowed,Tourism officer,thompsonashley@example.com,3.79385E+41,4.75682E+41,3110,Furniture
2052,Daniel Bowen Jr.,54,Male,Rodriguezborough,Widowed,Pharmacologist,steindakota@example.net,4.75682E+41,4.96806E+41,2390,Electronics
8088,Jeffrey Buchanan,45,Other,Marcville,Single,Pensions consultant,corey63@example.com,4.96806E+41,7.16533E+41,2230,Electronics
3166,Mindy Roberts,28,Female,Juliahaven,Widowed,Banker,butlermario@example.com,7.16533E+41,7.22106E+41,650,Clothing
6699,Kelly Burke,19,Male,Port Maryfurt,Single,Music therapist,rsmith@example.org,7.22106E+41,9.51592E+41,4120,Appliances
5345,Sara Velez,30,Other,Serranofurt,Divorced,"Programmer, applications",wbeard@example.org,9.51592E+41,1.05548E+42,4110,Appliances
4245,Christopher Martinez,58,Other,Kellitown,Married,Diagnostic radiographer,hbowen@example.com,1.05548E+42,1.23175E+42,2850,Appliances
3745,Sean Fry,18,Male,Sabrinaton,Married,Metallurgist,gchan@example.net,1.23175E+42,1.69142E+42,4150,Other
7071,Bonnie Cooper,27,Female,South Carolberg,Married,Jewellery designer,rellis@example.net,1.69142E+42,2.00766E+42,2340,Electronics
5199,Pamela Chung,55,Male,Lake Gabrielchester,Married,Charity officer,walshelizabeth@example.com,2.00766E+42,2.46795E+42,1620,Clothing
1027,Virginia Warren,53,Female,New Michael,Widowed,Jewellery designer,nicholas45@example.org,2.46795E+42,3.47532E+42,3670,Clothing
7297,Gary Davis,57,Female,South Mark,Widowed,"Engineer, aeronautical",newtonrachel@example.org,3.47532E+42,5.071E+42,1820,Appliances
4011,William Larson,38,Male,Mendozaview,Divorced,Chiropractor,linda83@example.net,5.071E+42,5.97075E+42,3640,Appliances
2529,Benjamin Rogers,34,Other,East Holly,Single,Arts administrator,diazdarren@example.org,5.97075E+42,8.40428E+42,4050,Furniture
6429,Alicia Friedman,61,Male,Melissaland,Married,Video editor,stephen33@example.net,8.40428E+42,1.18797E+43,1720,Books
2745,Hayden Parker,52,Male,Cookmouth,Single,Materials engineer,dwright@example.org,1.18797E+43,1.61377E+43,2530,Appliances
9209,Robert Garcia,33,Other,New Janetchester,Divorced,"Designer, multimedia",ambermartinez@example.com,1.61377E+43,2.18852E+43,2350,Clothing
6907,Mr. Lee Atkinson,26,Male,Brandonside,Widowed,Dramatherapist,thompsonlauren@example.org,2.18852E+43,2.62976E+43,2590,Books
