Customer ID,Customer Name,Age,Gender,Location,Latitude,Longitude,Marital Status,Designation,Email ID,Purchased Product Type,Earning,Earning Potential,Marketing Costs,Revenue,Net Profit
5528,Robert Watson,49,Other,Gallegosbury,NULL,NULL,Married,"Administrator, education",penachristina@example.com,Furniture,5100,13300,8600,17300,16300
9906,Robert Wilson,33,Female,Brentchester,NULL,NULL,Widowed,Glass blower/designer,michaelcastillo@example.com,Clothing,6800,7600,9200,18000,13200
8897,Gabriel Morris Jr.,38,Male,Johnsonstad,NULL,NULL,Married,Electronics engineer,laura15@example.net,Appliances,6500,14600,6100,11200,11100
8513,James Armstrong,18,Other,Port Carol,NULL,NULL,Widowed,Fast food restaurant manager,joseph16@example.com,Furniture,10800,16700,13200,13600,17200
2026,Brian Cuevas,62,Female,Perkinsland,NULL,NULL,Married,Psychiatric nurse,jenniferedwards@example.org,Books,6700,15600,9000,14000,10500
1825,Jonathan Patel,46,Female,New Abigailburgh,NULL,NULL,Widowed,Furniture conservator/restorer,markmclean@example.net,Furniture,5800,9600,5500,9700,11500
2296,Zachary Dawson,48,Female,Maryberg,NULL,NULL,Single,Environmental health practitioner,emily06@example.org,Furniture,13400,21700,11100,19900,14900
7567,Charles Edwards,18,Male,New Matthewstad,NULL,NULL,Widowed,Charity fundraiser,cameron95@example.net,Books,6800,12000,9100,12100,15300
4532,John Carter,54,Female,Mackenzieborough,NULL,NULL,Divorced,"Designer, jewellery",gaineskevin@example.net,Furniture,18100,19500,8400,9000,13200
5287,Kimberly Brown,31,Female,Arthurstad,NULL,NULL,Single,Control and instrumentation engineer,speterson@example.org,Appliances,11000,12700,13500,23000,25900
2889,Michelle Mack,53,Male,South Thomasport,NULL,NULL,Single,Surgeon,wendymoreno@example.com,Furniture,12100,12600,7200,13200,9000
9020,Wendy Roberts,56,Other,East Lisafurt,NULL,NULL,Divorced,Lawyer,roberthall@example.org,Electronics,17400,17800,9300,12700,17300
6397,Douglas Salinas,43,Other,Matthewside,NULL,NULL,Divorced,Marine scientist,suttonjoshua@example.net,Electronics,10400,14200,10600,15300,19800
4636,Michelle Hubbard,24,Other,Christinebury,NULL,NULL,Widowed,"Doctor, hospital",codystevens@example.com,Clothing,18800,25100,8100,8300,10700
2318,Brian Melton,47,Male,Amandaborough,NULL,NULL,Single,"Editor, film/video",mollyshort@example.net,Furniture,8300,9700,11000,15300,10800
1188,Daniel Torres,61,Other,Robbinsville,NULL,NULL,Divorced,Interpreter,cynthiajohnson@example.org,Other,19600,20800,10300,14100,18000
4892,Jessica Cruz,22,Other,Lake Christinamouth,NULL,NULL,Divorced,Tourism officer,alanthompson@example.org,Appliances,19700,22700,3900,7800,3700
8318,Sandra Peterson,43,Female,North Nathaniel,NULL,NULL,Single,Transport planner,mjohnson@example.org,Electronics,17100,23900,6100,9600,9100
8023,Victoria Bailey,29,Male,South Samantha,NULL,NULL,Married,Midwife,charles39@example.org,Other,11200,12900,14900,21100,22500
3451,Jamie Haley,35,Male,East Nicolestad,NULL,NULL,Married,"Surveyor, building control",michaelfigueroa@example.com,Electronics,17100,22000,5600,14500,10800
6772,Amanda Harrell,37,Other,Port Daleberg,NULL,NULL,Widowed,Customer service manager,coxjustin@example.com,Electronics,15400,21200,15000,23700,22400
9482,Nathan Atkinson,63,Other,Lake Robert,NULL,NULL,Widowed,Advertising account planner,riceeddie@example.com,Other,9800,14500,1600,2800,7800
6321,John Thomas,30,Male,Alexandramouth,NULL,NULL,Widowed,Chief Marketing Officer,whiteandrew@example.net,Electronics,7400,15900,12800,15700,19400
5738,Robert Smith,23,Male,Lake Amandamouth,NULL,NULL,Divorced,"Development worker, international aid",phyllis75@example.net,Appliances,7400,16900,6300,8000,6800
4147,Barbara Mercer,25,Male,Melaniefort,NULL,NULL,Single,Clinical cytogeneticist,bruiz@example.org,Appliances,16000,24900,12200,16000,18700
4231,Margaret Liu,59,Other,South Cindy,NULL,NULL,Widowed,Learning mentor,jennifer01@example.com,Appliances,14000,20900,8400,17900,14000
2504,Kylie King,27,Female,Port Dylan,NULL,NULL,Single,Academic librarian,xwhite@example.net,Furniture,15800,21100,2700,8300,6900
8361,Phillip Gonzales,58,Female,Danielfurt,NULL,NULL,Divorced,Barrister,derrick80@example.com,Electronics,15500,23000,11400,21300,26000
9365,Craig Collins,31,Female,Levyberg,NULL,NULL,Divorced,Travel agency manager,amandamartinez@example.net,Electronics,16900,26400,13700,17800,18400
8363,Jason Weaver,48,Male,Martinside,NULL,NULL,Widowed,Insurance claims handler,areyes@example.net,Appliances,6300,15600,4500,7900,7700
8722,Terri Reed,56,Male,West David,NULL,NULL,Married,Clinical research associate,laurawatson@example.org,Electronics,7500,9400,8700,18000,18000
1592,Vincent Alexander,53,Other,West Sarah,NULL,NULL,Single,Museum education officer,pruitttheresa@example.org,Clothing,6500,11800,7100,12400,15800
1138,Destiny Ortega,30,Other,Lake Michelle,NULL,NULL,Widowed,Environmental consultant,rwilson@example.org,Clothing,15300,23600,7400,15100,10400
9755,Samantha Clark,49,Female,Davidport,NULL,NULL,Married,Information officer,ecollins@example.org,Electronics,13600,14800,4900,13100,14100
9141,Elizabeth Hodges,18,Male,Monicabury,NULL,NULL,Divorced,Sales promotion account executive,harmonalicia@example.net,Furniture,7700,13900,11800,12900,9900
8744,Leslie Gray,40,Female,Thomasberg,NULL,NULL,Single,Adult guidance worker,amandaowens@example.org,Furniture,11300,19100,10600,13000,14800
1261,Richard Garrison,30,Male,Dustinmouth,NULL,NULL,Married,Social worker,aedwards@example.net,Electronics,9900,15100,2800,8400,6200
4375,Jason Gilbert,43,Other,Gabrielburgh,NULL,NULL,Single,"Journalist, broadcasting",qarmstrong@example.com,Appliances,9800,13300,12400,15100,11800
2316,Malik Vasquez,53,Female,South Brenda,NULL,NULL,Widowed,Landscape architect,mcmahonmatthew@example.com,Appliances,18700,19100,13200,18400,22900
2344,Brett White,61,Other,Johnborough,NULL,NULL,Divorced,Public house manager,michelle09@example.net,Books,16400,25200,11200,20600,20600
5979,Jasmine Anderson,41,Other,Port Meganberg,NULL,NULL,Married,Medical secretary,andrewmurphy@example.com,Appliances,8500,13200,14600,20800,22700
3078,Charles Moody,37,Male,Richardview,NULL,NULL,Widowed,"Programme researcher, broadcasting/film/video",christopherstewart@example.org,Clothing,15800,18500,13900,23600,22300
8106,Richard Nelson,41,Male,North Lisa,NULL,NULL,Divorced,"Embryologist, clinical",russellsarah@example.net,Other,9600,15200,11700,18300,21400
4394,Jonathan Rogers,65,Other,Port Theresa,NULL,NULL,Single,"Scientist, research (life sciences)",bellamber@example.net,Furniture,12100,17700,14900,19600,16400
1410,Debra Reeves,52,Female,South Karen,NULL,NULL,Single,Early years teacher,noah20@example.net,Other,16800,19800,1900,2600,1400
5729,Jamie Ross,45,Other,Hamiltonland,NULL,NULL,Single,"Engineer, materials",pam22@example.com,Clothing,11300,15900,10200,16700,20300
9406,Lee Butler,24,Female,South Josephton,NULL,NULL,Single,"Copywriter, advertising",reedangel@example.net,Other,6900,8100,14700,16700,21000
7534,James Douglas,53,Female,Sandersport,NULL,NULL,Divorced,Landscape architect,elizabethcampbell@example.com,Books,16300,25000,3100,3900,7100
3076,Joshua Wright,39,Male,Hannahmouth,NULL,NULL,Divorced,Community arts worker,gutierrezjuan@example.net,Electronics,19000,23700,3700,7600,7300
2339,Valerie Thompson,35,Female,Mitchellhaven,NULL,NULL,Widowed,Equities trader,melendezsteven@example.net,Books,7500,14400,7300,16300,11400
1901,Meagan Washington,45,Male,Avilaside,NULL,NULL,Divorced,Chemical engineer,oscarlee@example.org,Electronics,6200,14400,10000,16400,18400
1526,Douglas Wilson,26,Other,Pricetown,NULL,NULL,Single,Commissioning editor,robert52@example.net,Electronics,18800,23300,5200,10300,12400
4905,Samuel Phillips,26,Male,Donnaberg,NULL,NULL,Divorced,Technical brewer,sherrydavis@example.org,Furniture,5300,6000,2100,3800,600
4454,Dustin Shelton,34,Male,Diazbury,NULL,NULL,Widowed,Estate agent,hensleydavid@example.org,Books,7300,12300,11200,21100,17600
5209,Phillip Maynard,47,Male,East Cheryl,NULL,NULL,Married,Stage manager,andreasantana@example.com,Furniture,11000,14500,9400,16100,11600
3067,Melissa Wallace DDS,45,Other,South Karenfurt,NULL,NULL,Divorced,"Administrator, sports",brightbrian@example.org,Clothing,9200,11600,12000,19200,14200
9228,Mallory Harvey,20,Female,Steventon,NULL,NULL,Single,Secondary school teacher,joshuaallen@example.net,Books,15400,16900,3700,4000,6300
1757,Tanya Vasquez,47,Male,Lake Steven,NULL,NULL,Divorced,Metallurgist,akemp@example.com,Books,17400,23200,1200,3400,6000
7593,Claudia Barrett,59,Male,Hooverland,NULL,NULL,Widowed,Plant breeder/geneticist,hfranco@example.net,Furniture,17300,18400,3500,5900,5900
9633,Ryan Hoffman,37,Male,West Williamview,NULL,NULL,Single,"Engineer, materials",guerrerojoseph@example.net,Electronics,10400,18800,7600,10100,11900
9196,Chad Thornton,37,Other,Ashleeside,NULL,NULL,Divorced,"Surveyor, building",williamgonzalez@example.net,Clothing,15200,17900,6600,7300,9300
8723,Debbie Schmidt,54,Male,Kelleyburgh,NULL,NULL,Divorced,"Accountant, chartered management",hwalker@example.org,Appliances,6500,14700,14000,17100,13100
3089,Katie Jones,27,Female,Beasleychester,NULL,NULL,Married,Fast food restaurant manager,washingtonjulie@example.net,Appliances,9200,17300,14200,14600,13500
1396,Samantha Dalton,44,Female,West Robertshire,NULL,NULL,Divorced,Ranger/warden,woodsjennifer@example.com,Other,14700,22300,6600,12400,10000
4697,Travis Huynh,31,Male,Scottshire,NULL,NULL,Widowed,Medical physicist,kristen85@example.net,Furniture,5000,5200,12400,13000,17500
7397,Donna Carter,31,Other,Jameschester,NULL,NULL,Widowed,Food technologist,danielrhodes@example.org,Clothing,14900,15500,10500,15100,19500
5661,Melissa Serrano,31,Other,Brendaport,NULL,NULL,Widowed,"Designer, textile",skinnermiranda@example.net,Appliances,11700,21700,11000,20000,24200
7783,Miranda Shields,60,Other,Belindabury,NULL,NULL,Single,Analytical chemist,erica38@example.org,Appliances,16600,20800,12800,15300,14700
9784,Patrick Schmidt,55,Other,Lake Johnview,NULL,NULL,Married,Water engineer,nelsonheather@example.com,Clothing,12300,15400,13800,17300,15000
7468,Kelly Morris,34,Male,Popeburgh,NULL,NULL,Divorced,Operational investment banker,leekevin@example.net,Books,15800,17400,4800,9500,9700
8872,Alyssa Lee,27,Female,Johnport,NULL,NULL,Married,Surgeon,amy98@example.com,Furniture,19200,29200,9800,15700,18900
3497,Jonathan Sullivan,56,Female,New Gabrielleshire,NULL,NULL,Widowed,Quantity surveyor,phillipssteven@example.com,Other,17400,24600,1600,8000,9500
9296,John Dixon III,59,Other,Williamsonmouth,NULL,NULL,Divorced,"Journalist, magazine",matthewgonzalez@example.com,Books,8900,11500,13300,18300,15100
4092,Michelle Reilly,47,Female,East Arianaville,NULL,NULL,Divorced,Occupational hygienist,rodriguezsamantha@example.net,Books,9800,10600,3600,11700,8700
2399,Juan Davies,63,Male,Lake Justinview,NULL,NULL,Married,Audiological scientist,sandra80@example.org,Clothing,12500,22200,8500,10000,7300
7883,Kristen Williams,48,Male,Port Joseph,NULL,NULL,Widowed,Water engineer,ashleysmith@example.org,Clothing,10500,17500,11600,20300,18100
9885,Robert Vance,21,Other,Rogerstown,NULL,NULL,Married,Mining engineer,william41@example.org,Electronics,6400,9000,3100,3400,6200
1057,Sara Khan,22,Female,New Kennethbury,NULL,NULL,Divorced,"Psychologist, forensic",jamieanderson@example.org,Appliances,19800,27300,3900,6900,5100
1168,Shelly Phillips,24,Female,West Chasefort,NULL,NULL,Married,Armed forces logistics/support/administrative officer,lmartin@example.org,Books,18800,21500,4600,9300,6700
9163,Jordan Hernandez,41,Male,New Mitchellmouth,NULL,NULL,Divorced,Quarry manager,sanderskylie@example.net,Clothing,6500,9400,9900,16100,12500
8552,Jessica Young,20,Female,New Steven,NULL,NULL,Married,"Therapist, occupational",abigailbell@example.net,Electronics,13000,17200,8900,16500,13800
4925,Sylvia Richardson,31,Other,Hollyberg,NULL,NULL,Married,Tax adviser,annpena@example.net,Books,6400,16300,9700,15400,18900
7803,Joshua Lucas,53,Male,North Jonathanchester,NULL,NULL,Single,"Production designer, theatre/television/film",whitney21@example.org,Appliances,6200,8000,12600,14800,17000
8022,Becky Nichols,35,Female,Sharonbury,NULL,NULL,Single,Community education officer,mhall@example.net,Appliances,19900,29900,6200,12200,7800
5883,Julian Brewer,47,Male,South Charlesborough,NULL,NULL,Married,Lexicographer,patricia78@example.com,Appliances,17200,24800,14300,21800,26400
2385,Damon Barr,20,Female,Watershaven,NULL,NULL,Single,"Biochemist, clinical",stewartdakota@example.net,Clothing,17800,17800,13300,20300,22300
4671,Andrew Leach III,44,Female,Katherineville,NULL,NULL,Married,Clinical biochemist,solomonamanda@example.com,Electronics,18500,22000,9900,14300,15200
2395,Jason Watson,46,Male,Davisport,NULL,NULL,Divorced,Fish farm manager,jonathan93@example.net,Books,9000,10800,13100,17500,20700
4632,William Kramer,18,Other,South Jeffreymouth,NULL,NULL,Married,"Lighting technician, broadcasting/film/video",george22@example.net,Furniture,6400,8000,3400,5400,7400
4893,Tyler Clark,34,Male,South James,NULL,NULL,Married,"Engineer, energy",thomasbrian@example.org,Books,18000,24900,12200,15500,11400
2002,Jodi Fuller,38,Male,Kaylamouth,NULL,NULL,Married,"Engineer, chemical",tatecrystal@example.net,Clothing,7000,10200,12500,22000,20700
4674,Kurt James,49,Male,West Jody,NULL,NULL,Single,"Scientist, product/process development",kellyhill@example.com,Clothing,9700,11900,9100,17900,21400
9555,Sonya Summers,40,Other,Leahtown,NULL,NULL,Single,"Education officer, community",melissa11@example.org,Electronics,6700,8100,2700,3800,-400
1190,Curtis Foster,26,Female,Rodriguezberg,NULL,NULL,Widowed,Government social research officer,victor98@example.org,Appliances,6700,15100,8600,12200,10400
8656,Alyssa Manning,28,Other,Melissaport,NULL,NULL,Divorced,Systems analyst,williammartin@example.com,Books,11000,11300,2100,2400,-1400
2117,Gregory Peters,65,Other,Tuckerfurt,NULL,NULL,Divorced,Building services engineer,dward@example.net,Books,15300,16900,3900,8800,6300
9468,Bryan Webster,45,Female,South Larry,NULL,NULL,Single,Sports development officer,henryrodgers@example.com,Appliances,8000,8100,1500,2100,6300
7631,Christopher Rodriguez,19,Male,East Jennifershire,NULL,NULL,Single,Petroleum engineer,vhowe@example.net,Books,19500,24000,9700,11700,14100
6669,William Sandoval,28,Other,Madelineside,NULL,NULL,Single,Television production assistant,hernandezalexander@example.com,Furniture,11300,21300,3700,11000,12200
6930,Daniel Ramos,33,Other,East Amanda,NULL,NULL,Single,Geoscientist,michael26@example.org,Books,19800,22800,5200,15100,14300
8004,Gary Thompson,32,Male,West Eugene,NULL,NULL,Married,Herbalist,brownchristopher@example.org,Electronics,6000,13500,7200,9900,9400
4639,Shawna Cunningham,28,Male,New Sherry,NULL,NULL,Divorced,Fast food restaurant manager,destinymurillo@example.net,Other,7000,11100,14200,17000,13600
5820,Victoria Lamb,39,Female,North Kariland,NULL,NULL,Single,"Lighting technician, broadcasting/film/video",lesliefrank@example.com,Furniture,15700,15900,5400,13600,17100
1935,Steve Wilson,36,Female,West Williamstad,NULL,NULL,Single,"Teacher, early years/pre",garrett40@example.org,Books,19900,22100,5000,7800,11100
9303,Nancy Blake,53,Female,Zhangside,NULL,NULL,Married,Product/process development scientist,hriley@example.org,Clothing,19400,22700,9400,18000,16000
6239,Lisa Moyer,36,Male,Hensonfurt,NULL,NULL,Widowed,"Engineer, automotive",nrobinson@example.org,Books,18300,18900,11900,14500,10700
5172,Sharon Coleman,19,Female,Mendezland,NULL,NULL,Married,Air traffic controller,pmorton@example.org,Furniture,13000,14600,12800,16200,14800
5407,Kyle Richardson,23,Male,Rachelfurt,NULL,NULL,Single,Media buyer,andersonchristine@example.org,Furniture,11600,21000,6900,15200,18100
3740,Amanda Solomon,57,Other,South Misty,NULL,NULL,Married,"Therapist, drama",mccormickdouglas@example.net,Appliances,10200,15500,11300,16500,12300
6804,Ryan Rivera,43,Male,East Kimberly,NULL,NULL,Single,"Teacher, music",taylorjoseph@example.com,Clothing,13000,19700,5700,12200,9600
3512,Brandy Long,22,Male,Kyliebury,NULL,NULL,Widowed,"Embryologist, clinical",jacqueline04@example.org,Electronics,11100,12500,5700,5900,4900
1589,William Yu,54,Male,Lake Cynthia,NULL,NULL,Widowed,Quantity surveyor,hjackson@example.com,Clothing,11700,21200,12000,21900,23100
4506,Rodney Jimenez,29,Female,Aguilarberg,NULL,NULL,Widowed,Commissioning editor,porteraaron@example.com,Clothing,15100,15900,11100,20900,21600
5734,Don Clay,64,Female,Port Jacqueline,NULL,NULL,Married,"Pilot, airline",emeadows@example.net,Furniture,8300,14300,1700,10400,9600
4433,Brian Barnes,27,Other,New Tarastad,NULL,NULL,Widowed,Insurance claims handler,clarkeamanda@example.org,Other,12600,18300,6000,6100,8900
2179,Maria Williams,19,Other,Christineland,NULL,NULL,Widowed,Health and safety adviser,timothyewing@example.org,Electronics,16700,26600,12500,18500,21900
6228,Joe Holmes,54,Other,North Amy,NULL,NULL,Married,Software engineer,michael81@example.net,Furniture,13000,17600,11900,13500,12400
5058,Earl Allen,26,Female,Adamsview,NULL,NULL,Single,"Surveyor, quantity",justin62@example.net,Other,6800,13300,10900,19100,22900
2677,Vincent Larson,32,Female,Pierceport,NULL,NULL,Divorced,Cytogeneticist,sherry84@example.com,Clothing,5200,12700,1100,3300,5700
7797,Amanda Fleming,24,Other,Port Peterborough,NULL,NULL,Single,Veterinary surgeon,moralesjeanette@example.org,Appliances,16700,18000,6400,14000,10900
1471,John Phelps,49,Other,Kaylaside,NULL,NULL,Widowed,Recruitment consultant,carlasellers@example.net,Clothing,19400,25100,6200,6300,8500
5508,Cindy Norman,41,Other,Rileyfurt,NULL,NULL,Divorced,Insurance claims handler,eugenehensley@example.com,Books,7500,13900,8100,10900,13100
7181,Jeremy Irwin,33,Other,Mccarthystad,NULL,NULL,Divorced,Information officer,randall74@example.org,Books,6800,9600,2600,5800,5400
5276,Jimmy Kelly,25,Other,Suzannefurt,NULL,NULL,Married,Accommodation manager,david65@example.com,Books,18700,26500,3600,11300,10300
2159,Jonathan Winters,48,Female,Rubenland,NULL,NULL,Single,Tourist information centre manager,sharon67@example.org,Clothing,10400,10900,14700,18600,19000
8471,Phillip Patterson,31,Male,North James,NULL,NULL,Married,Nutritional therapist,paulsanders@example.net,Electronics,17900,27200,5700,14800,11900
6568,John Hamilton,40,Other,Markmouth,NULL,NULL,Single,Osteopath,simmonschloe@example.org,Furniture,11700,21700,10300,19300,14300
2142,Ross Hall,45,Female,Jasonfurt,NULL,NULL,Single,Land,dawn13@example.com,Furniture,8300,16700,9300,17500,16500
2412,David Henson,65,Other,Deborahfurt,NULL,NULL,Married,"Pilot, airline",freemanjesse@example.org,Furniture,13900,20500,6000,9500,7600
3643,Cheryl Blackwell,62,Female,Port Kathryn,NULL,NULL,Widowed,Production engineer,fletcherkathryn@example.net,Books,6700,10500,12700,18100,23100
8298,Gregory Rivas,35,Female,New Stephenburgh,NULL,NULL,Widowed,"Administrator, Civil Service",qpratt@example.net,Furniture,11200,17000,3900,8700,6500
3367,Daniel Day,31,Other,Ryanton,NULL,NULL,Divorced,Biomedical engineer,uespinoza@example.com,Clothing,14400,22600,7700,12100,16200
6606,Charles Schwartz,53,Male,Barrhaven,NULL,NULL,Married,Radio broadcast assistant,johnmartinez@example.com,Books,12200,12500,13500,19300,23700
7419,Brian Gallegos,29,Female,South David,NULL,NULL,Widowed,"Scientist, product/process development",michaelchandler@example.org,Clothing,9000,9700,14500,17700,20900
3143,Jessica Thornton MD,53,Female,Lake Christina,NULL,NULL,Married,Insurance account manager,nvillegas@example.net,Electronics,16200,22300,9000,11700,12200
9614,Daniel Ponce,23,Male,Smithtown,NULL,NULL,Married,Metallurgist,rebecca36@example.net,Books,18900,24000,10900,16800,15300
2229,Kathryn Glass,29,Other,North Virginiaport,NULL,NULL,Single,Make,frymariah@example.com,Appliances,12700,18100,11000,14800,14400
9307,Diane Smith,28,Other,Lake Steve,NULL,NULL,Widowed,Chiropodist,denisevelez@example.org,Furniture,18500,27200,3900,12500,9200
1079,Brenda Sanchez,21,Other,South Samuelfort,NULL,NULL,Divorced,Engineering geologist,nunezronald@example.org,Furniture,5200,6500,9900,16500,20100
9241,Emily Stevens,59,Male,New Tracey,NULL,NULL,Single,"Librarian, academic",zhudson@example.org,Electronics,19100,25300,10000,17900,22200
7758,Jesse White,54,Male,East Suzanneside,NULL,NULL,Married,Information systems manager,pmedina@example.net,Clothing,12600,21700,12700,17700,16900
6831,Jonathan Clark,28,Female,Kevinview,NULL,NULL,Widowed,Higher education careers adviser,thomas55@example.com,Electronics,7600,13200,5400,12800,13900
2864,Diana Myers,62,Male,Robertberg,NULL,NULL,Widowed,Research scientist (maths),jbrown@example.net,Appliances,8400,9300,8600,9900,10800
3992,Kristen Torres,60,Male,Port Heatherberg,NULL,NULL,Divorced,"Therapist, art",gordonherbert@example.com,Other,11700,12700,3100,3100,3800
9836,Daniel Garcia,44,Male,West Shawnville,NULL,NULL,Widowed,"Horticulturist, amenity",andrewmoore@example.com,Clothing,7900,12000,4400,10900,10400
3814,Sara Patton,63,Other,South Lindseyton,NULL,NULL,Divorced,Web designer,andersonmichael@example.com,Clothing,7700,15400,9000,17400,22300
6814,Crystal Green,30,Female,West Jason,NULL,NULL,Widowed,Purchasing manager,misty64@example.com,Clothing,19100,20900,4000,8700,7600
7864,Dawn Stevens,61,Male,West Lisaville,NULL,NULL,Married,Research scientist (physical sciences),jamieparrish@example.org,Electronics,8900,9700,7100,14200,15400
1208,Katherine Mason,18,Other,West Daisystad,NULL,NULL,Divorced,Quarry manager,bartonlarry@example.org,Clothing,11900,13500,8800,17000,19000
5790,Robert Boyd,30,Other,Mosesborough,NULL,NULL,Single,Film/video editor,vanessaobrien@example.net,Electronics,12200,15700,3900,11500,7800
7391,Michael Jones,65,Male,Anthonyfort,NULL,NULL,Widowed,Sub,shortscott@example.org,Books,10300,18200,5600,13300,10500
7378,Catherine Dillon,41,Female,West Christophermouth,NULL,NULL,Widowed,Database administrator,fwilson@example.com,Other,13700,21800,10500,14100,17300
1417,Stephanie Hammond,31,Female,Valenzuelaton,NULL,NULL,Divorced,Air cabin crew,brendajones@example.com,Appliances,10200,17600,4600,8400,11100
2881,Wyatt Ellis,22,Female,Tommyton,NULL,NULL,Divorced,Audiological scientist,brownsally@example.com,Electronics,11700,18700,14000,22700,18700
3231,Patrick Stevens,23,Female,East Christina,NULL,NULL,Married,Research scientist (maths),kellyvasquez@example.net,Clothing,17900,27000,10900,12200,10700
2034,Barbara Yang,36,Other,Brownmouth,NULL,NULL,Married,Geochemist,taylordavid@example.net,Appliances,17500,21600,11700,17800,14500
1969,Mark Brown,28,Male,North Tony,NULL,NULL,Divorced,Environmental education officer,griffithbradley@example.com,Books,11400,16200,4500,5300,7100
9922,Carrie Williams,42,Other,Jensenmouth,NULL,NULL,Divorced,Catering manager,frank30@example.org,Furniture,6300,13900,10800,15100,12600
7492,Matthew Lin,36,Other,Francisview,NULL,NULL,Divorced,Sub,anna90@example.com,Appliances,7300,14000,11800,15300,13600
5447,Lisa Evans,53,Other,Michaelside,NULL,NULL,Single,Charity officer,nadams@example.com,Appliances,15800,19500,5700,13800,18100
9856,Michelle Nunez,64,Other,Anthonyville,NULL,NULL,Divorced,Heritage manager,hsullivan@example.com,Books,12000,17800,13400,17500,20500
4209,Theresa Green,39,Male,Barberbury,NULL,NULL,Divorced,Chiropractor,collinalvarado@example.org,Furniture,6100,12500,14700,18200,14100
5837,Connie Wilson,29,Male,Carolchester,NULL,NULL,Widowed,Chartered public finance accountant,amandawilliams@example.net,Books,5000,12700,5400,8700,13000
8753,Matthew Walker,19,Male,Rebeccaland,NULL,NULL,Married,Conference centre manager,geraldsharp@example.org,Electronics,13500,19000,5200,13500,9400
9675,Laura Kent,37,Female,Lindaport,NULL,NULL,Widowed,Industrial buyer,tiffanytorres@example.org,Books,8300,9500,13500,22600,17800
4554,Christopher Thompson,34,Female,South Jeffrey,NULL,NULL,Married,Research scientist (physical sciences),vryan@example.com,Books,11700,20600,8300,16600,18000
1064,Dr. Tiffany Gonzalez,46,Other,Hortonstad,NULL,NULL,Divorced,Tour manager,pduncan@example.com,Appliances,9100,10500,4500,8300,11300
6334,Ryan Weaver,26,Other,Yolandamouth,NULL,NULL,Widowed,Proofreader,edwardssean@example.com,Electronics,16300,24600,5700,8100,3400
1253,Kyle Gibbs,41,Other,Davidville,NULL,NULL,Divorced,Chartered loss adjuster,davidwolfe@example.net,Books,19100,27400,9000,10900,13300
1941,Evan Cannon,65,Other,Ibarraton,NULL,NULL,Single,"Administrator, charities/voluntary organisations",greenvincent@example.com,Other,15900,25700,12500,19100,21500
8677,Karen Johnson,28,Other,South Brandonhaven,NULL,NULL,Single,Archivist,sbernard@example.net,Other,19300,26300,2300,12000,12100
3883,Mark Gonzalez,47,Other,Port James,NULL,NULL,Widowed,Garment/textile technologist,andersonsherri@example.net,Appliances,5200,14400,10100,13100,17900
6501,Jennifer Cox,20,Female,Jonathanburgh,NULL,NULL,Single,Chief Financial Officer,baileyjohn@example.net,Appliances,7800,10500,1200,1900,4400
6281,Lindsey Mcclure,55,Other,West Richardborough,NULL,NULL,Married,Best boy,rreid@example.com,Other,6900,12400,13400,21000,18700
2766,Tanya Cameron,31,Male,Port Brendamouth,NULL,NULL,Widowed,"Engineer, production",natalieedwards@example.com,Books,8800,14500,4400,9500,4900
3243,James Payne,26,Male,Smithborough,NULL,NULL,Married,Archaeologist,lpowers@example.net,Books,18900,21800,5900,14300,16300
2545,Brandon Ramos,59,Female,Port Tina,NULL,NULL,Single,Art gallery manager,bcain@example.net,Other,5900,11100,10800,14800,13100
4699,Jennifer Keller,50,Female,North Jesuston,NULL,NULL,Divorced,Chartered accountant,stephen10@example.org,Electronics,14400,18700,13900,22600,24500
2920,Brian Ramos,42,Female,West Jacobshire,NULL,NULL,Married,Equities trader,burgessanthony@example.org,Clothing,19900,25700,13600,15300,17200
3176,Dr. Emily Norris,62,Other,North Toniton,NULL,NULL,Widowed,"Programmer, applications",salinasvalerie@example.net,Other,19100,24200,11400,20600,21600
9081,Chad Roberts,38,Male,East Erictown,NULL,NULL,Divorced,Adult guidance worker,victoria37@example.net,Appliances,8700,14000,13500,13800,17100
6947,Tracey Mcintyre,21,Female,Port Jenniferburgh,NULL,NULL,Widowed,Private music teacher,todd36@example.org,Appliances,16000,25300,11600,19900,24800
9281,Kayla Romero,61,Other,New Denisemouth,NULL,NULL,Widowed,Diagnostic radiographer,lisa87@example.org,Electronics,8200,9400,12300,18600,15500
6472,Joseph Brennan,22,Female,Debraville,NULL,NULL,Married,"Surveyor, rural practice",hudsonrobert@example.net,Electronics,6000,10000,13500,17200,16800
8384,Michele Mcknight,48,Male,Wiseville,NULL,NULL,Married,Systems analyst,luisbrooks@example.com,Other,12800,18200,5200,8500,8500
4663,Michael Patton,54,Other,Romanton,NULL,NULL,Married,Financial planner,ydonovan@example.org,Furniture,14300,18300,3100,8400,6200
9341,Adam Gonzales,31,Male,North Allenfurt,NULL,NULL,Widowed,"Scientist, research (medical)",ofitzpatrick@example.net,Books,6000,14500,1700,6800,11600
5504,Amy Williams,45,Female,Smithtown,NULL,NULL,Divorced,Occupational psychologist,wayne08@example.com,Clothing,14100,17300,6600,11500,14000
9612,Karl Garcia,63,Other,Tiffanyfurt,NULL,NULL,Married,Building control surveyor,alexander76@example.org,Furniture,10300,15000,8400,17800,22100
